"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","MINER","097","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8,710","","9,100","","548,000","","62.9","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","SANBORN","111","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,670","","4,100","","92,000","","55.1","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","CAMPBELL","021","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","19,000","","31,200","","458,000","","24.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","EDMUNDS","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","37,100","","45,000","","1,193,000","","32.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","FAULK","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","20,900","","34,500","","457,000","","21.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","MCPHERSON","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","23,200","","29,900","","892,000","","38.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","POTTER","107","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","60,600","","74,200","","1,553,000","","25.6","","","","","","","","","","","","","","","","","","","","","","","","","","10,100","","23,700","","281,000","","27.8","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","WALWORTH","129","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","21,300","","45,800","","648,000","","30.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CLARK","025","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","13,000","","13,400","","745,000","","57.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CODINGTON","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","17,500","","17,700","","1,104,000","","63.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DAY","037","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","25,400","","25,600","","1,367,000","","53.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DEUEL","039","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","8,000","","8,100","","529,000","","66.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","GRANT","051","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","13,400","","13,600","","657,000","","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","HAMLIN","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","4,800","","4,900","","317,000","","66","","","","","","","","","","","","","","","","","","","","","","","","","","580","","600","","43,200","","74.5","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","MARSHALL","091","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","5,800","","5,900","","299,000","","51.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","ROBERTS","109","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","17,200","","17,300","","930,000","","54.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","ZIEBACH","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","14,300","","16,000","","410,000","","28.7","","","","","","","","","","","","","","","","","","","","","","","","","","15,600","","28,200","","507,000","","32.5","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","LYMAN","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","16,800","","22,500","","371,000","","22.1","","","","","","","","","","","","","","","","","","","","","","","","","","56,700","","77,000","","1,741,000","","30.7","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TODD","121","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,650","","5,700","","183,000","","39.4","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TRIPP","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","7,700","","8,800","","243,000","","31.6","","","","","","","","","","","","","","","","","","","","","","","","","","36,400","","46,000","","1,528,000","","42","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","BON HOMME","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,440","","3,500","","246,000","","71.5","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CHARLES MIX","023","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36,800","","39,800","","2,305,000","","62.6","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","DOUGLAS","043","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7,110","","7,300","","441,000","","62","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","HUTCHINSON","067","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,770","","4,000","","259,000","","68.7","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","TURNER","125","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,140","","1,200","","95,000","","83.3","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","YANKTON","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","920","","1,100","","58,800","","63.9","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","BENNETT","007","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17,400","","21,100","","742,000","","42.6","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","OGLALA LAKOTA","102","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10,000","","11,500","","430,000","","43","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","HAAKON","055","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39,000","","59,200","","1,027,000","","26.3","","","","","","","","","","",""
"SURVEY","2017","YEAR","","COUNTY","SOUTH DAKOTA","46","WEST CENTRAL","40","MEADE","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","10,700","","14,700","","191,000","","17.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","AURORA","003","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17,300","","17,400","","1,366,000","","79","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BEADLE","005","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","9,230","","9,300","","553,000","","59.9","","","","","","","","","","","","","","","","","","","","","","","","","","12,500","","12,600","","1,010,000","","80.8","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BRULE","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28,500","","29,100","","2,118,000","","74.3","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","BUFFALO","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","2,900","","2,900","","140,000","","48.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","HAND","059","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18,500","","18,900","","1,558,000","","84.2","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","HUGHES","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","52,900","","53,700","","2,471,000","","46.7","","","","","","","","","","","","","","","","","","","","","","","","","","51,900","","53,200","","3,344,000","","64.4","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","CENTRAL","50","SULLY","119","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","94,400","","94,800","","4,243,000","","44.9","","","","","","","","","","","","","","","","","","","","","","","","","","109,500","","111,000","","7,401,000","","67.6","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","DAVISON","035","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9,960","","10,000","","791,000","","79.4","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","HANSON","061","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,480","","4,500","","377,000","","84.2","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","KINGSBURY","077","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","7,750","","7,800","","485,000","","62.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","CAMPBELL","021","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","41,700","","42,000","","1,663,000","","39.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","FAULK","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","35,500","","35,600","","2,113,000","","59.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","MCPHERSON","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","39,200","","39,300","","1,955,000","","49.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","POTTER","107","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","72,600","","73,200","","3,403,000","","46.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","SPINK","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","30,200","","30,500","","1,966,000","","65.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","WALWORTH","129","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","48,200","","48,300","","2,730,000","","56.6","","","","","","","","","","","","","","","","","","","","","","","","","","3,800","","4,100","","280,000","","73.7","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CLARK","025","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","16,100","","16,300","","831,000","","51.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CODINGTON","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","21,100","","21,200","","1,207,000","","57.2","","","","","","","","","","","","","","","","","","","","","","","","","","1,490","","1,500","","102,000","","68.5","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DAY","037","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","29,900","","30,200","","1,773,000","","59.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DEUEL","039","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","10,500","","10,600","","682,000","","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","GRANT","051","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,490","","2,500","","190,000","","76.3","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","HAMLIN","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","5,050","","5,100","","351,000","","69.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","MARSHALL","091","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","6,950","","7,000","","369,000","","53.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","DEWEY","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","24,100","","26,000","","856,000","","35.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","ZIEBACH","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","12,100","","12,500","","438,000","","36.2","","","","","","","","","","","","","","","","","","","","","","","","","","44,300","","45,800","","2,214,000","","50","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","JONES","075","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","8,910","","9,000","","279,000","","31.3","","","","","","","","","","","","","","","","","","","","","","","","","","40,900","","43,200","","1,799,000","","44","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","LYMAN","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","24,600","","25,500","","892,000","","36.3","","","","","","","","","","","","","","","","","","","","","","","","","","79,200","","85,100","","4,975,000","","62.8","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","MELLETTE","095","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13,300","","14,000","","505,000","","38","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","BON HOMME","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,700","","4,800","","339,000","","72.1","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CHARLES MIX","023","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46,100","","46,400","","3,586,000","","77.8","","","","","","","","","","",""
"SURVEY","2016","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","DOUGLAS","043","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8,940","","9,000","","738,000","","82.6","","","","","","","","","","",""
